nombre_entidad,nit_entidad,nivel,orden,numero_de_resolucion,documento_contratista,nombre_contratista,numero_de_contrato,valor_sancion,fecha_de_publicacion,ruta_de_proceso,cod_depto,cod_mpio,dpto,nom_mpio
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,CONTRATO DE OBRA No 300949125,65759113,CONSORCIO AGUA DE DIOS 2016,300949125,48464870,2016-09-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4359,25,25001,CUNDINAMARCA,AGUA DE DIOS
CUNDINAMARCA - INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,005-2016,8906800353,INSTITUTO MUNICIPAL,05,0,2016-01-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3081,25,25001,CUNDINAMARCA,AGUA DE DIOS
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,300947069,355197661,MARTHA LUCIA VANEGAS GONZALEZ,300947069,1050,2016-10-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4397,25,25001,CUNDINAMARCA,AGUA DE DIOS
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,300948123,39580811,NINI JOHANA ACOSTA BERGAÑO,300948123,4480200,2016-09-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4217,25,25001,CUNDINAMARCA,AGUA DE DIOS
"VALLE DEL CAUCA - INSTITUTO DISTRITAL DEL DEPORTE, LA RECREACIÓN Y EL TIEMPO LIBRE DE BUENAVENTURA ""INDERBUENAVENTURA""",890399992,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,2140032,16486248,JULIO CESAR GAMBOA BOYA,2140032,1090908,2014-01-01T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1165,76,76020,VALLE DEL CAUCA,ALCALA
INSTITUTO NACIONAL DE VÍAS (INVIAS),800215807,NACIONAL,NACIONAL CENTRALIZADO,02370 DEL 23 DE ABRIL DE 2018,9010010984,UNION TEMPORAL CONTEOS,1128 DE 2016,28004248,2018-04-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7236,76,76020,VALLE DEL CAUCA,ALCALA
META - INSTITUTO DE TURISMO DEL META,892000563,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,RESOLUCIÓN 095 DE 2019,900916922,CONSORCIO MATAPALO,530 DE 2015,12831478,2019-03-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8396,50,50573,META,PUERTO LOPEZ
BOLÍVAR - ALCALDÍA MUNICIPIO DE TURBANÁ,890481324,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCION 896 DE NOVIEMBRE 23 DE 2012,8020029604,AREMCA-ASOCIACION REGIONAL DE MUNICIPIOS DEL CARIB,CI 004 DE JUNIO 15 DE 2011,1200000000,2012-11-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1317,13,13838,BOLIVAR,TURBANA
QUINDÍO - ALCALDÍA MUNICIPIO DE CALARCÁ,800191431,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Resolucion 008,18395184,DIEGO FERNANDO ROMAN PARRA,Servicios de Apoyo a la Gestión  522 de 2013,0,2014-01-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=102,63,63130,QUINDIO,CALARCA
META - ALCALDÍA MUNICIPIO DE PUERTO RICO,800060525,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCION N°. 044 DE FEBRERO 25 DE 2016,9007376821,UNION TEMPORAL SALUD PUERTO RICO,200.11.01.01.11 DE 2014,329710716,2016-02-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3221,50,50590,META,PUERTO RICO
META - ALCALDÍA MUNICIPIO DE PUERTO RICO,800060525,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCIÓN 121,900737682,UNION TEMPORAL SALUD PUERTO RICO,200.11.01.01.11 - 2014,0,2016-04-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3596,50,50590,META,PUERTO RICO
META - ALCALDÍA MUNICIPIO DE PUERTO RICO,800060525,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCION N°. 044 DE FEBRERO 25 DE 2016,9007376821,UNION TEMPORAL SALUD PUERTO RICO,200.11.01.01.11 DE 2014,14071257,2016-02-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3220,50,50590,META,PUERTO RICO
CORTOLIMA - CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA,890704536,NACIONAL,NACIONAL DESCENTRALIZADO,Resolución No.2491 del 15 de Febrero de 2013,65746540,DIANA ALEXANDRA MARTINEZ NUÑEZ,CTO 217 DE 2011,6705563,2013-02-15T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2617,73,73555,TOLIMA,PLANADAS
ARAUCA - ALCALDÍA MUNICIPIO DE ARAUCA,800102504,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,01188 DE 2018,1116775123,JAVIER DARIO CADENA ROMERO,0000005-2010,15457918.51,2018-10-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=8196,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,N-2668,9006754376,UNION TEMPORAL COMPLEJO FERIAL ARAUCA,612-2013,134835753,2015-08-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2538,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,2879,9006516956,UNION TEMPORAL SERVICIOS PASTORILES,434-2013,42502668,2014-09-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1159,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,N-4940,91200629,SANTIAGO SANCHEZ VESGA,612-2013,316672230,2015-12-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3006,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,RESOLUCION 2125 DE 2014,9006620345,CONSORCIO INTERVENTORES SP,504-2013,7110068,2014-07-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=998,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,RESOLUCION N° 0861,9003914914,CONSORCIO AGUAS ARAUCANAS,065,1085769077,2015-03-17T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1943,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,3130,17593422,JUAN CARLOS MANOSALVA CARVAJAL,380,334307932,2014-09-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1258,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,RESOLUCION 2233 DE 2014,9006620345,CONSORCIO INTERVENTORES SP,504-2013,7110068,2014-07-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=999,81,81001,ARAUCA,ARAUCA
ARAUCA - GOBERNACIÓN,800102838,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,RESOLUCION N° 4198,17593807,LUDWIN SILVA ACOSTA,172/2014,2600000,2014-11-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1604,81,81001,ARAUCA,ARAUCA
BOYACÁ - ALCALDÍA MUNICIPIO DE OTANCHE,891801362,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,DECRETO No.001 del 02 de enero de 2020,8918013621,ALCALDIA MUNICIPIO DE OTANCHE,001,0,2020-01-02T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9339,15,15507,BOYACA,OTANCHE
BOYACÁ - ALCALDÍA MUNICIPIO DE OTANCHE,891801362,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,DECRETO No.008 del 27 de enero de 2020,8918013621,ALCALDIA MUNICIPIO DE OTANCHE,008,0,2020-01-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9338,15,15507,BOYACA,OTANCHE
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ANDALUCÍA,891900443,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,0135,891900443,MUNICIPIO DE ANDALUCIA,135,0,2014-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=141,76,76036,VALLE DEL CAUCA,ANDALUCIA
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,890399011,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,4133.0.1.064-2016,8600257923,SOFASA,4133.0.32.047-2016,18600000,2016-11-15T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4555,76,76036,VALLE DEL CAUCA,ANDALUCIA
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ANDALUCÍA,891900443,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,0135,891900443,MUNICIPIO DE ANDALUCIA,135,0,2014-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=142,76,76036,VALLE DEL CAUCA,ANDALUCIA
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ANDALUCÍA,891900443,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,0135,89199004433,MUNICIPIO DE ANDALUCIA,135,0,2014-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=143,76,76036,VALLE DEL CAUCA,ANDALUCIA
MINISTERIO DE CULTURA (MINCULTURA),830034348,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION 2643 DEL 3 DE SEPT. 2015,900721795,CONSORCIO NORTE MEDIR,1739 - 2014,32104553,2015-09-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5015,76,76403,VALLE DEL CAUCA,LA VICTORIA
ATLÁNTICO - ALCALDÍA MUNICIPIO DE SABANAGRANDE,890115982,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCION 195-2016,85471946,FABIAN WILMAR RUDAS VELASQUEZ,SG-LP-OP-005-2014,182337770,2016-10-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5576,08,8634,ATLANTICO,SABANAGRANDE
ATLÁNTICO - ALCALDÍA MUNICIPIO DE SABANAGRANDE,890115982,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCION N. 195-2016,85471946,FABIAN WILMAR RUDAS VELASQUEZ,SG-LP-OP-005-2014,182337770,2016-10-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6062,08,8634,ATLANTICO,SABANAGRANDE
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,588  DE 22 DE DICIEMBRE DE 2015,72273267,UNION TEMPORAL FONSECA ILUMINADA,106 DE 29 DE DICIEMBRE DE 2014,0,2015-12-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3007,44,44279,LA GUAJIRA,FONSECA
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,588  DE 22 DE DICIEMBRE DE 2015,9008057688,UNION TEMPORAL FONSECA ILUMINADA,106 DE 29 DE DICIEMBRE DE 2014,0,2015-12-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3010,44,44279,LA GUAJIRA,FONSECA
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,610 DEL 31 DICIEMBRE 2015,8190009391,INTERASEO SA ESP,001-2013 CONTRATO DE CONCESION,0,2015-12-31T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3013,44,44279,LA GUAJIRA,FONSECA
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,589 22-12-2015,8190009391,INTERASEO SA ESP,001-2013 CONTRATO DE CONCESION,0,2015-12-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3009,44,44279,LA GUAJIRA,FONSECA
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,588  DE 22 DE DICIEMBRE DE 2015,9008057688,UNION TEMPORAL FONSECA ILUMINADA,106 DE 29 DE DICIEMBRE DE 2014,0,2015-12-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3008,44,44279,LA GUAJIRA,FONSECA
LA GUAJIRA - ALCALDÍA MUNICIPIO DE FONSECA,892170008,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,RESOLUCIÓN N° 007 DEL 22 DE ENERO DE 2016,8190009391,INTERASEO SA ESP,CONTRATO DE CONCESIÓN 001 DE 2013,0,2016-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4335,44,44279,LA GUAJIRA,FONSECA
CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,900258711,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,431,8300319362,INVERSIONES GRANDES VIAS E INGENIERIA LTDA,SOP-V-147-2006,2062902000,2014-09-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1809,25,25151,CUNDINAMARCA,CAQUEZA
CESAR - ALCALDÍA MUNICIPIO DE EL PASO,800096592,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,060-2013,8250007483,ASOCIACION DE MUNICIPIOS DEL SUR DE LA GUAJIRA,356-2009,112963652,2013-02-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=82,20,20250,CESAR,EL PASO
CESAR - ALCALDÍA MUNICIPIO DE EL PASO,800096592,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,071-2013,8060115532,COOPERATIVA COLOMBIANA DEL COMERCIO COOPCOL,191-1-2010,9992124,2013-03-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=83,20,20250,CESAR,EL PASO
CESAR - ALCALDÍA MUNICIPIO DE EL PASO,800096592,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,055-2013,900475774,CONSORCIO FORTALECIMIENTO ESCOLAR,102-2011,37998501,2013-02-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=84,20,20250,CESAR,EL PASO
CESAR - ALCALDÍA MUNICIPIO DE EL PASO,800096592,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,060-2013,22745524,ROSA TERESA COTES BERMUDEZ,356-2009,112963652,2013-02-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=81,20,20250,CESAR,EL PASO
CESAR - ALCALDÍA MUNICIPIO DE EL PASO,800096592,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,056-2013,9004757745,CONSORCIO FORTALECIMIENTO ESCOLAR,102-2011,37998501,2013-02-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=85,20,20250,CESAR,EL PASO
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION 2110 DEL 22 JUNIO DE 2017,900642214,FUNDACION MULTIACTIVA LAS MORAS,23/2016/286,42000852,2017-06-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6355,23,23162,CORDOBA,CERETE
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,2603,900249994,FUNDACION DEJANDO HUELLA,15/26/2014/340,42839754,2017-11-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6375,15,15238,BOYACA,DUITAMA
BOYACÁ - ALCALDÍA MUNICIPIO DE CUBARÁ,800099196,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,DECRETO 020 DE 2016,800099196,MUNICIPIO DE CUBARA BOYACA,ACTUALIZACION MANUAL DE CONTRATACION,0,2016-06-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6801,15,15223,BOYACA,CUBARA
BOYACÁ - ALCALDÍA MUNICIPIO DE CUBARÁ,800099196,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,DECRETO 020-2016,8000991962,ALCALDIA CUBARA,020-2016,0,2016-05-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6798,15,15223,BOYACA,CUBARA
RISARALDA - ALCALDÍA MUNICIPIO DE SANTA ROSA DE CABAL,NO DEFINIDO,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RES 1113 DEL 20 DE MARZO DE 2013,8999990049,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI  IGAC,1813361,0,2014-03-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=484,66,66682,RISARALDA,SANTA ROSA DE CABAL
RISARALDA - ALCALDÍA MUNICIPIO DE SANTA ROSA DE CABAL,NO DEFINIDO,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,RESOLUCION No.1113 DEL 20 DE MARZO DE 2014,8999990049,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI  IGAC,1813360-2013,0,2014-03-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=483,66,66682,RISARALDA,SANTA ROSA DE CABAL
MINISTERIO DE EDUCACIÓN NACIONAL (MEN),899999001,NACIONAL,NACIONAL CENTRALIZADO,19537 DE 2016,824003522,CORPORACION CORAZON PAIS,436 DE 2014,35742414,2016-10-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4595,44,44430,LA GUAJIRA,MAICAO
NARIÑO - INSTITUCIÓN EDUCATIVA VILLAMORENO - BUESACO,800189937,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,ACTA DE LIQUIDACIÓN CONTRATO EL CORTIJO,87471815,JAIME ERMINSUL CHAVEZ JOJOA,2017-2,0,2017-02-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6398,52,52110,NARIÑO,BUESACO
TOLIMA - ALCALDÍA MUNICIPIO DE ALVARADO,890700961,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,resolucion 621 de 2017,76311341,NANDO CHILITO GARCIA,LICITACION 001 DE 2014,853119826,2017-11-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6660,73,73026,TOLIMA,ALVARADO
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0010,9000233861,OFFICEDEPOT,019,0,2016-02-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4849,25,25377,CUNDINAMARCA,LA CALERA
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,006,795787805,GIOVANNI A PATIÑO QUIROGA,006,0,2016-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4841,25,25377,CUNDINAMARCA,LA CALERA
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,009,112340528,JOSE LUIS VENEGAS,009,0,2016-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4844,25,25377,CUNDINAMARCA,LA CALERA
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,0349,9002636951,CORPORACION FRONTERAS  CORFRONTERAS,86-025-2012,14005840,2013-04-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1324,86,86573,PUTUMAYO,PUERTO LEGUIZAMO
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,0555,9002636951,CORPORACION FRONTERAS  CORFRONTERAS,86-026-2012,10377200,2013-05-16T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1325,86,86573,PUTUMAYO,PUERTO LEGUIZAMO
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION  266-2017 R.R RESOLUCION 339 -2018,9008580964,SOCIEDAD CONCESIONARIA VIAL MONTES DE MARIA SAS,CONTRATO DE CONCESION 007-2015,0,2017-02-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6835,08,8520,ATLANTICO,PALMAR DE VARELA
MAGDALENA - GOBERNACIÓN,NO DEFINIDO,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,0176,900644116,CONSORCIO RIBERA ESTE,617 de 2013,982473320,2018-02-21T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6376,47,47745,MAGDALENA,SITIONUEVO
MAGDALENA - INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE FUNDACIÓN,819005703,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,019,9005459742,CONSTRUCTORA VILLA JARDIN,001-2016,0,2016-03-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3262,47,47288,MAGDALENA,FUNDACION
MAGDALENA - INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE FUNDACIÓN,819005703,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,019,9005459742,CONSTRUCTORA VILLA JARDIN,001-2016,0,2016-03-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3261,47,47288,MAGDALENA,FUNDACION
ATLÁNTICO - E.S.E. HOSPITAL DEPARTAMENTAL JUAN DOMÍNGUEZ ROMERO - SOLEDAD,802009766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Resolución 0222 del 24 de julio de 2017,9002680091,PROYECTOS ESPECIALES DE SISTEMA INTEGRALES LIMITAD,CPS025 DE 2017,4200000,2017-07-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6076,08,8758,ATLANTICO,SOLEDAD
TOLIMA - ALCALDÍA MUNICIPIO DE FRESNO,800100056,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,188 DEL 03 DE MAYO DEL 2014,98385172,JOSE JIMMY ROSERO PATIÑO,062 -2014,22780000,2014-05-03T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=919,73,73283,TOLIMA,FRESNO
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,1024,830017343,REFRIPLAST LTDA,15/20/2015/284,509676,2018-04-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=7135,15,15572,BOYACA,PUERTO BOYACA
NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE SARDINATA,800099263,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,355,9004570711,UNION TEMPORAL UNIDADES SARDINATA 2011,248 DE 2011,0,2014-04-30T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=689,54,54720,NORTE DE SANTANDER,SARDINATA
NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE SARDINATA,800099263,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,132,9004570711,UNION TEMPORAL UNIDADES SARDINATA 2011,248 DE 2011,0,2014-03-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=687,54,54720,NORTE DE SANTANDER,SARDINATA
NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE SARDINATA,800099263,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,051,13466743,NELSON RAMIREZ CARDENAS,249,1498000,2014-02-06T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=523,54,54720,NORTE DE SANTANDER,SARDINATA
NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE SARDINATA,800099263,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,285,9004570711,UNION TEMPORAL UNIDADES SARDINATA 2011,248 DE 2011,0,2014-04-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=688,54,54720,NORTE DE SANTANDER,SARDINATA
